CustomerID,Gender,SeniorCitizen,Partner,Dependents,TenureMonths,PhoneService,MultipleLines,InternetService,OnlineSecurity,TechSupport,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,SystemLogCode,RandomNoiseScore,Churn
CUST-10620,Male,0,Yes,No,9.0,Yes,Yes,Fiber optic,Yes,Yes,Month-to-month,No,Electronic check,104.68,902.25,SYS_B,45.925580303840455,No
CUST-10458,Male,1,No,No,3.0,Yes,Yes,DSL,No,No,Month-to-month,Yes,Electronic check,60.71,152.42,SYS_B,44.943395411922474,No
CUST-10949,Female,0,Yes,Yes,52.0,Yes,Yes,DSL,No,Yes,Month-to-month,Yes,Bank transfer,69.87,3651.16,SYS_A,64.88161131727267,No
CUST-10796,Female,0,Yes,Yes,6.0,Yes,No,DSL,No,No,Month-to-month,No,Bank transfer,81.33,521.99,SYS_A,53.385064489447814,No
CUST-10442,Male,0,No,No,35.0,Yes,Yes,DSL,Yes,No,One year,Yes,Credit card,73.59,2582.33,SYS_B,59.243657145478146,Yes
CUST-11005,Female,0,Yes,No,,Yes,No,Fiber optic,Yes,No,One year,No,Electronic check,84.24,4957.7,SYS_C,70.4783910152025,No
CUST-10196,female,0,No,No,33.0,Yes,No,Fiber optic,No,No,Month-to-month,Yes,Electronic check,91.63,3063.44,SYS_B,62.91749353973272,Yes
CUST-10192,Female,0,Yes,Yes,29.0,Yes,No,Fiber optic,No,Yes,Month-to-month,No,Electronic check,115.24,3291.78,SYS_C,58.71681417745586,No
CUST-10465,Male,0,Yes,No,26.0,Yes,Yes,Fiber optic,Yes,Yes,Two year,Yes,Credit card,109.68,2841.01,SYS_C,54.046234062378794,No
CUST-10704,Male,0,Yes,Yes,8.0,Yes,No,DSL,No,No,Month-to-month,No,Credit card,54.75,431.22,SYS_C,64.41337512523191,Yes
CUST-10756,Female,0,No,No,14.0,Yes,Yes,Fiber optic,No,No,Month-to-month,No,Bank transfer,96.18,1358.51,SYS_A,35.50612418509957,Yes
CUST-10701,Male,0,Yes,No,20.0,Yes,Yes,Fiber optic,Yes,Yes,Month-to-month,No,Bank transfer,74.03,1525.2,SYS_C,55.92716499735359,No
CUST-10971,Female,0,No,No,21.0,Yes,No,No,No internet service,No internet service,Two year,No,Electronic check,22.51,498.49,SYS_B,51.194813350887976,No
CUST-10864,Male,0,No,No,53.0,No,No phone service,No,No internet service,No internet service,One year,Yes,Credit card,22.75,1155.25,SYS_C,45.583258294626475,No
CUST-11036,Male,0,Yes,Yes,58.0,Yes,No,DSL,Yes,Yes,Two year,Yes,Credit card,48.73,2909.31,SYS_A,65.56956343556554,No
CUST-10644,Male,0,Yes,No,2.0,Yes,No,Fiber optic,No,Yes,Month-to-month,Yes,Mailed check,97.55,204.27,SYS_C,73.54591308861615,Yes
CUST-10096,Female,1,No,Yes,14.0,Yes,No,DSL,Yes,No,Month-to-month,No,Credit card,48.06,568.26,SYS_A,67.75303167152904,Yes
CUST-10838,Female,0,No,No,38.0,Yes,No,DSL,No,Yes,Month-to-month,Yes,Mailed check,77.7,3000.62,SYS_A,60.74611086948564,Yes
CUST-11175,Female,0,No,No,22.0,Yes,No,Fiber optic,Yes,Yes,Month-to-month,Yes,Bank transfer,109.91,2460.15,SYS_A,66.6351115483221,No
CUST-10178,Female,0,No,Yes,8.0,Yes,No,Fiber optic,No,No,One year,Yes,Mailed check,,613.83,SYS_A,25.669604325686983,No
CUST-10031,Male,0,No,No,55.0,Yes,No,DSL,Yes,No,Month-to-month,Yes,Mailed check,60.66,3311.01,SYS_C,39.57346006885209,No
CUST-11110,Female,0,No,No,59.0,Yes,No,Fiber optic,No,Yes,Month-to-month,Yes,Mailed check,,6015.78,SYS_A,57.77412842054531,No
CUST-10867,Male,0,No,No,6.0,Yes,Yes,DSL,Yes,No,One year,Yes,Electronic check,58.11,324.34,SYS_A,47.3510945930394,Yes
CUST-10371,Male,0,No,No,57.0,No,No phone service,Fiber optic,Yes,Yes,Month-to-month,No,Credit card,70.46,4014.73,SYS_A,71.6857716821349,No
CUST-10677,Male,0,Yes,Yes,39.0,Yes,Yes,DSL,Yes,No,Two year,Yes,Bank transfer,53.62,2124.65,SYS_B,50.561229660701954,No
CUST-10533,Female,0,No,No,15.0,Yes,Yes,No,No internet service,No internet service,Two year,Yes,Electronic check,24.11,278.7,SYS_C,76.05309159728638,No
CUST-10321,Female,0,No,No,17.0,Yes,Yes,DSL,No,Yes,One year,No,Electronic check,60.43,1013.75,SYS_A,18.05150827389113,No
CUST-10542,M,0,Yes,No,72.0,Yes,No,DSL,No,Yes,Two year,Yes,Credit card,66.81,4772.22,SYS_B,60.27604056398658,No
CUST-10479,Female,0,No,Yes,25.0,Yes,No,DSL,Yes,No,Month-to-month,No,Bank transfer,46.73,1212.28,SYS_A,36.54357049277483,Yes
CUST-10088,Female,0,Yes,No,15.0,Yes,No,Fiber optic,Yes,No,One year,No,Mailed check,4500.0,1032.95,SYS_B,53.14982291120745,Yes
CUST-10614,Female,0,Yes,No,23.0,Yes,Yes,Fiber optic,No,No,Two year,Yes,Mailed check,72.53,1684.48,SYS_A,34.78867500226086,No
CUST-10598,Male,0,Yes,Yes,37.0,Yes,No,DSL,No,No,One year,Yes,Electronic check,65.2,2417.05,SYS_B,63.759773418150424,Yes
CUST-11171,Female,0,Yes,No,60.0,Yes,Yes,No,No internet service,No internet service,Two year,Yes,Electronic check,24.98,1455.46,SYS_B,22.99724219443932,No
CUST-10233,Female,0,No,No,62.0,Yes,No,Fiber optic,No,No,Two year,Yes,Credit card,85.65,5272.8,SYS_B,52.55621403217379,No
CUST-11048,Female,0,No,No,70.0,No,No phone service,DSL,Yes,No,Month-to-month,Yes,Electronic check,57.99,4110.04,SYS_A,56.51804509285225,Yes
CUST-10829,Male,0,No,Yes,34.0,No,No phone service,DSL,No,Yes,One year,Yes,Mailed check,72.27, ,SYS_C,63.84767458434377,No
CUST-10438,Female,0,No,No,16.0,Yes,Yes,DSL,No,No,Month-to-month,Yes,Mailed check,58.8,893.64,SYS_A,60.90661060273318,Yes
CUST-11150,Female,0,No,Yes,61.0,Yes,Yes,DSL,No,No,Month-to-month,Yes,Electronic check,53.92,3329.61,SYS_A,62.31660130945085,Yes
CUST-10760,Male,0,Yes,No,5.0,Yes,Yes,Fiber optic,No,Yes,Month-to-month,Yes,Electronic check,113.44,595.07,SYS_B,68.17931078997225,Yes
CUST-10486,Male,1,Yes,Yes,64.0,Yes,No,Fiber optic,Yes,No,Month-to-month,Yes,Bank transfer,78.13,4907.68,SYS_A,47.03542990620387,No
CUST-10220,Female,0,No,No,48.0,Yes,No,Fiber optic,No,Yes,Month-to-month,Yes,Bank transfer,106.97,5141.73,SYS_C,43.93452011479512,No
CUST-10352,Female,0,Yes,Yes,25.0,Yes,Yes,DSL,Yes,No,Month-to-month,No,Electronic check,82.1,1997.09,SYS_B,52.929449839352785,Yes
CUST-10526,,,Yes,No,56.0,No,No phone service,Fiber optic,Yes,No,Two year,Yes,Credit card,86.84,4735.84,SYS_B,42.67449369716287,No
CUST-10010,Male,0,Yes,Yes,3.0,Yes,No,Fiber optic,No,Yes,Two year,Yes,Mailed check,88.89,208.33,SYS_C,46.44752811551641,No
CUST-10497,Male,0,No,No,12.0,Yes,Yes,Fiber optic,No,No,Month-to-month,Yes,Mailed check,90.37,1097.01,SYS_B,49.09134589622816,Yes
CUST-11177,Male,0,Yes,No,41.0,Yes,Yes,DSL,Yes,No,Month-to-month,No,Mailed check,,2984.34,SYS_B,22.14021574220343,No
CUST-10289,Female,0,Yes,No,15.0,Yes,Yes,Fiber optic,No,Yes,Month-to-month,No,Credit card,88.31,1334.16,SYS_A,43.89197057382954,Yes
CUST-10059,Male,0,Yes,No,48.0,Yes,No,No,No internet service,No internet service,Two year,Yes,Electronic check,18.77,823.58,SYS_C,35.424086596173,Yes
CUST-10857,Male,0,No,Yes,47.0,Yes,No,DSL,No,No,Two year,No,Credit card,46.49,2101.06,SYS_B,50.07321860927888,No
CUST-10063,Male,0,No,No,58.0,Yes,Yes,DSL,No,No,Month-to-month,No,Credit card,59.4,3539.67,SYS_A,50.84250884700677,Yes
CUST-10292,Female,0,No,No,43.0,Yes,No,Fiber optic,No,No,Month-to-month,No,,100.19,4366.19,SYS_C,64.56176831415713,No
CUST-11098,Female,0,Yes,No,43.0,Yes,Yes,DSL,Yes,Yes,Two year,No,Electronic check,81.65,3490.71,SYS_B,39.872654371248416,No
CUST-10711,Female,0,Yes,No,49.0,Yes,No,No,No internet service,No internet service,Month-to-month,Yes,Mailed check,23.47,1170.07,SYS_C,32.28415586555351,No
CUST-10342,Male,0,Yes,No,2.0,No,No phone service,Fiber optic,No,Yes,Two year,Yes,Bank transfer,107.12,179.21,SYS_A,57.287516366182885,No
CUST-10668,Male,0,No,No,62.0,Yes,No,Fiber optic,No,Yes,Month-to-month,No,Mailed check,85.63,5341.6,SYS_B,53.18365231919219,No
CUST-10493,Male,0,Yes,No,11.0,Yes,No,DSL,No,No,Two year,Yes,Mailed check,77.62,839.04,SYS_A,56.760734300486604,Yes
CUST-10296,Female,0,Yes,No,64.0,Yes,Yes,Fiber optic,No,No,Two year,Yes,Mailed check,95.54,6102.62,SYS_C,34.318182381801336,No
CUST-11140,Female,0,Yes,Yes,48.0,Yes,No,DSL,No,No,Month-to-month,Yes,Credit card,66.1,3206.1,SYS_C,47.06188420245253,No
CUST-10801,Male,0,Yes,No,69.0,Yes,No,DSL,Yes,Yes,Month-to-month,Yes,Electronic check,47.94,3323.77,SYS_A,57.81916058324319,No
CUST-10946,Male,1,Yes,Yes,11.0,No,No phone service,No,No internet service,No internet service,Month-to-month,Yes,Bank transfer,19.87,231.62,SYS_A,62.5569961987786,Yes
CUST-10355,Female,0,No,No,26.0,Yes,No,DSL,No,No,Month-to-month,No,Electronic check,58.79,1532.84,SYS_B,64.08577886611342,Yes
CUST-10260,Female,0,No,No,35.0,Yes,Yes,DSL,No,Yes,One year,Yes,Electronic check,69.17,2430.13,SYS_B,60.91280290788456,No
CUST-10314,Female,0,No,No,65.0,Yes,No,Fiber optic,No,No,One year,No,Mailed check,85.63,5567.3,SYS_A,68.66221105459613,Yes
CUST-11132,,0,Yes,No,45.0,Yes,No,DSL,No,No,One year,Yes,Electronic check,81.08,3678.22,SYS_B,36.70469784033893,Yes
CUST-10308,Female,0,Yes,Yes,53.0,Yes,Yes,Fiber optic,Yes,No,Month-to-month,No,Mailed check,70.83,3765.85,SYS_B,39.669015236198724,No
CUST-10666,Male,0,Yes,Yes,25.0,Yes,No,DSL,No,No,One year,No,Electronic check,59.34,1448.57,SYS_C,36.0640258865956,No
CUST-10914,Female,0,Yes,No,66.0,Yes,Yes,Fiber optic,Yes,Yes,Month-to-month,Yes,Mailed check,101.77,6708.77,SYS_A,62.02775723376078,Yes
CUST-10298,Female,0,No,Yes,24.0,Yes,No,Fiber optic,No,No,Month-to-month,No,Mailed check,100.48, ,SYS_C,57.62414646785146,Yes
CUST-10930,Male,0,No,No,29.0,Yes,No,Fiber optic,No,No,Month-to-month,No,Credit card,101.9,2841.05,SYS_A,40.42560612333028,Yes
CUST-11100,Male,0,No,No,37.0,Yes,No,DSL,No,Yes,Month-to-month,Yes,Mailed check,70.71,2672.51,SYS_C,61.631143016059596,Yes
CUST-10667,Male,0,Yes,No,67.0,Yes,Yes,DSL,No,No,Two year,Yes,Mailed check,50.62,3270.21,SYS_B,24.40400884292827,No
CUST-11015,Female,0,Yes,Yes,48.0,No,No phone service,Fiber optic,Yes,Yes,Month-to-month,No,Mailed check,95.73,4629.87,SYS_A,51.79654972311123,No
CUST-10920,Female,0,No,No,19.0,Yes,Yes,No,No internet service,No internet service,Month-to-month,No,Electronic check,19.1,339.05,SYS_B,50.50313140737204,No
CUST-10900,Male,1,Yes,No,39.0,Yes,No,Fiber optic,No,No,Month-to-month,Yes,Electronic check,109.0,4144.89,SYS_C,58.10517371804626,No
CUST-10872,Female,0,Yes,No,48.0,Yes,Yes,Fiber optic,No,No,Month-to-month,No,Electronic check,115.83,5612.17,SYS_C,79.5401050522939,No
CUST-10912,Female,0,No,No,68.0,Yes,No,Fiber optic,No,No,Month-to-month,Yes,Electronic check,109.84,7471.97,SYS_C,59.604799332417485,Yes
CUST-10523,Female,1,No,No,67.0,Yes,Yes,DSL,No,No,Two year,No,Bank transfer,54.56,3601.49,SYS_A,37.828021990649255,No
CUST-10350,Female,0,Yes,No,38.0,Yes,Yes,DSL,No,Yes,Month-to-month,No,Credit card,70.48,2748.94,SYS_A,37.22822630224692,Yes
CUST-10529,Female,0,Yes,No,25.0,Yes,Yes,DSL,No,Yes,One year,No,Credit card,80.19,1987.53,SYS_A,58.283927387195455,No
CUST-10535,Female,,Yes,No,21.0,Yes,Yes,DSL,Yes,No,Month-to-month,Yes,Electronic check,64.23,1281.69,SYS_B,29.503050934453007,Yes
CUST-10083,Male,0,Yes,No,9.0,No,No phone service,Fiber optic,No,Yes,Month-to-month,Yes,Bank transfer,72.56,525.1,SYS_C,44.40482522775287,Yes
CUST-10129,Female,0,No,No,68.0,Yes,No,DSL,Yes,No,Month-to-month,Yes,Electronic check,60.92,4096.86,SYS_C,32.77584748408134,Yes
CUST-10631,Female,0,No,No,68.0,Yes,Yes,DSL,No,No,One year,Yes,Credit card,54.29,3748.47,SYS_A,36.603820990925264,No
CUST-10328,Male,0,No,No,9.0,Yes,No,DSL,Yes,No,Month-to-month,Yes,Electronic check,61.61,487.53,SYS_C,64.14713383833322,Yes
CUST-10911,Male,1,No,No,34.0,No,No phone service,Fiber optic,No,No,Month-to-month,Yes,Mailed check,70.37,2444.04,SYS_A,29.199563385986572,Yes
CUST-10575,Female,0,Yes,No,44.0,Yes,No,Fiber optic,Yes,Yes,Two year,No,Bank transfer,100.71,4449.43,SYS_B,27.517628316398167,No
CUST-10541,Female,1,No,No,4.0,No,No phone service,Fiber optic,Yes,Yes,Month-to-month,No,Electronic check,110.12,444.39,SYS_B,44.992518883097254,No
CUST-10552,Female,0,No,No,12.0,Yes,No,DSL,No,No,Month-to-month,Yes,Bank transfer,51.44,590.79,SYS_B,40.157138950457686,Yes
CUST-10889,Male,0,Yes,No,71.0,Yes,No,No,No internet service,No internet service,Month-to-month,No,Bank transfer,22.69, ,SYS_B,34.86445754497254,No
CUST-10490,Male,0,Yes,Yes,30.0,Yes,No,DSL,No,No,Two year,Yes,Bank transfer,67.7,1965.11,SYS_A,55.43941988771789,No
CUST-10138,Male,1,Yes,No,61.0,Yes,No,Fiber optic,Yes,No,One year,Yes,Mailed check,81.23,4918.27,SYS_B,54.99425300735184,No
CUST-10936,Male,0,No,Yes,57.0,Yes,Yes,DSL,No,Yes,Month-to-month,Yes,Bank transfer,58.26,3431.73,SYS_A,77.74053187349995,Yes
CUST-10141,,1,Yes,No,64.0,Yes,Yes,No,No internet service,No internet service,One year,Yes,Credit card,19.65,1328.78,SYS_C,47.2648945507457,No
CUST-10554,Female,0,Yes,No,66.0,Yes,No,Fiber optic,No,Yes,One year,Yes,Credit card,101.76,6764.55,SYS_A,50.82115931807558,Yes
CUST-10394,Male,0,Yes,No,24.0,Yes,No,DSL,Yes,No,Month-to-month,Yes,Bank transfer,53.08,1257.4,SYS_B,45.65488317357653,No
CUST-10381,Female,0,Yes,No,16.0,Yes,Yes,Fiber optic,No,No,Month-to-month,No,Mailed check,111.16,1702.57,SYS_B,42.46413878419912,Yes
CUST-10139,Female,0,No,Yes,41.0,Yes,No,No,No internet service,No internet service,Month-to-month,Yes,,23.81,1073.31,SYS_B,41.3691368099428,Yes
CUST-11178,female,0,Yes,No,71.0,Yes,No,DSL,Yes,Yes,Month-to-month,Yes,Electronic check,56.78,4044.69,SYS_A,51.591866108197706,No
CUST-10849,Female,0,No,No,59.0,No,No phone service,DSL,Yes,No,Month-to-month,No,Mailed check,68.66,4079.45,SYS_B,43.711844904714695,No
CUST-10224,Male,0,Yes,No,6.0,Yes,No,DSL,Yes,No,Month-to-month,Yes,Electronic check,48.02,321.37,SYS_B,57.95688184908558,Yes
CUST-10327,Female,0,Yes,No,69.0,Yes,No,Fiber optic,No,Yes,Month-to-month,No,Bank transfer,87.69,6093.9,SYS_B,36.4454845461147,No
CUST-10274,Female,0,No,No,63.0,Yes,Yes,No,No internet service,No internet service,Month-to-month,No,Bank transfer,24.97,1494.14,SYS_B,64.39735929113554,No
CUST-10924,Male,0,Yes,No,41.0,Yes,Yes,DSL,No,No,One year,Yes,Mailed check,83.66,3390.44,SYS_C,86.77548013851634,No
CUST-10694,Male,1,No,Yes,21.0,Yes,No,Fiber optic,No,Yes,One year,Yes,Electronic check,90.32,1969.95,SYS_A,14.131371981179917,Yes
CUST-11159,Male,0,No,Yes,4.0,Yes,Yes,No,No internet service,No internet service,Month-to-month,No,Mailed check,22.9,128.57,SYS_B,52.666768346067514,Yes
CUST-10425,Female,0,Yes,No,32.0,Yes,No,No,No internet service,No internet service,Month-to-month,Yes,Credit card,19.67,585.73,SYS_C,45.71100282899786,Yes
CUST-10958,Male,0,No,No,25.0,Yes,Yes,Fiber optic,No,No,Month-to-month,Yes,Mailed check,94.73,2390.07,SYS_B,63.10608227136998,No
CUST-10628,Male,0,Yes,No,39.0,Yes,Yes,DSL,No,No,Month-to-month,Yes,Electronic check,65.93,2614.24,SYS_C,30.77221763930641,No
CUST-10678,Female,0,No,Yes,35.0,Yes,Yes,DSL,Yes,Yes,Month-to-month,Yes,Mailed check,45.99,1613.28,SYS_B,42.694991661638426,No
CUST-10762,Male,0,Yes,No,28.0,Yes,Yes,Fiber optic,No,No,Month-to-month,No,Bank transfer,113.64,3181.33,SYS_A,42.599630464122306,Yes
CUST-10636,Female,0,Yes,No,30.0,Yes,No,DSL,No,Yes,Month-to-month,Yes,Mailed check,57.96, ,SYS_B,57.88318520285127,No
CUST-10984,Female,1,Yes,No,5.0,Yes,Yes,DSL,Yes,No,One year,Yes,Electronic check,72.42,351.56,SYS_C,43.435729635701904,Yes
CUST-10331,Female,0,Yes,No,66.0,Yes,Yes,Fiber optic,No,No,One year,Yes,Credit card,71.74,4769.59,SYS_A,61.146998981372526,No
CUST-10802,Female,0,Yes,No,16.0,Yes,Yes,Fiber optic,No,No,Month-to-month,Yes,Mailed check,93.93,1554.3,SYS_A,47.717961698096374,Yes
CUST-10708,Male,1,Yes,No,12.0,Yes,No,Fiber optic,Yes,Yes,Month-to-month,Yes,Bank transfer,93.59,1147.11,SYS_A,50.612850819707276,No
CUST-10310,Male,0,Yes,No,18.0,Yes,No,Fiber optic,Yes,No,One year,No,Bank transfer,79.4,1512.12,SYS_A,40.106127441704295,No
CUST-11074,Female,0,Yes,No,61.0,Yes,Yes,Fiber optic,No,No,Two year,No,Electronic check,74.06,4494.23,SYS_A,56.759117531235795,No
CUST-10978,Female,0,Yes,No,19.0,Yes,No,Fiber optic,Yes,No,Month-to-month,Yes,Electronic check,113.76,2174.53,SYS_A,31.20187938137193,Yes
CUST-10306,Female,0,No,Yes,48.0,Yes,No,DSL,Yes,No,Month-to-month,Yes,Electronic check,69.9,3403.61,SYS_B,67.15918355583703,Yes
CUST-10039,Male,0,No,No,68.0,Yes,Yes,DSL,Yes,No,Two year,Yes,Electronic check,64.58,4394.98,SYS_A,46.52427549632882,Yes
CUST-10030,Female,0,No,No,36.0,Yes,Yes,Fiber optic,No,No,Two year,No,Mailed check,86.09,3110.97,SYS_A,22.531120432823993,No
CUST-10242,Female,0,Yes,No,14.0,Yes,Yes,Fiber optic,Yes,Yes,Month-to-month,Yes,Bank transfer,94.82,1325.8,SYS_A,63.109617140475706,No
CUST-10447,Female,1,No,No,32.0,Yes,No,No,No internet service,No internet service,Month-to-month,Yes,Credit card,21.11,694.27,SYS_C,68.96762421840721,No
CUST-10136,Female,0,No,No,9.0,Yes,Yes,DSL,Yes,Yes,Two year,No,Mailed check,58.64,509.17,SYS_A,53.04340068899188,No
CUST-10990,Female,0,No,No,63.0,Yes,Yes,DSL,No,No,Month-to-month,No,Electronic check,77.08,4859.94,SYS_B,70.1449261661045,No
CUST-10834,Female,0,Yes,No,56.0,No,No phone service,Fiber optic,No,No,Month-to-month,No,Electronic check,,4004.31,SYS_B,45.77692084763928,No
CUST-10003,Female,0,Yes,Yes,13.0,Yes,Yes,Fiber optic,No,No,Month-to-month,Yes,Mailed check,95.22,1202.09,SYS_A,59.114476390222094,No
CUST-10482,Male,0,No,Yes,18.0,No,No phone service,Fiber optic,No,No,Month-to-month,Yes,Mailed check,103.47,1902.38,SYS_B,49.34560293761385,No
CUST-10613,Male,0,No,No,7.0,No,No phone service,DSL,Yes,No,Month-to-month,Yes,Credit card,71.08,495.62,SYS_A,57.031628091702636,Yes
CUST-11042,Male,0,No,No,60.0,Yes,No,Fiber optic,Yes,Yes,One year,No,Bank transfer,71.05,4275.24,SYS_C,37.97215858184823,No
CUST-10839,Female,0,No,No,34.0,Yes,No,Fiber optic,No,No,Month-to-month,No,Mailed check,79.91,2741.74,SYS_A,58.56281846172652,Yes
CUST-10830,Male,1,No,No,,Yes,Yes,Fiber optic,Yes,No,Month-to-month,No,Bank transfer,102.96,7275.39,SYS_C,62.748329693313366,Yes
CUST-10752,Female,0,No,No,42.0,Yes,No,Fiber optic,No,Yes,Month-to-month,Yes,Electronic check,100.64,4218.73,SYS_A,59.819959440972696,No
CUST-10973,Male,0,No,No,16.0,Yes,No,Fiber optic,Yes,No,Month-to-month,Yes,Credit card,116.95,1865.7,SYS_A,51.10748869696663,Yes
CUST-10462,Female,0,Yes,No,70.0,Yes,No,Fiber optic,Yes,No,Month-to-month,Yes,Credit card,103.24,7257.75,SYS_A,33.43053511372267,Yes
CUST-10665,Male,0,No,No,54.0,Yes,No,DSL,No,Yes,Month-to-month,Yes,Mailed check,82.88,4529.26,SYS_C,54.41307529894412,Yes
CUST-10363,Female,0,No,No,19.0,Yes,Yes,Fiber optic,Yes,Yes,Two year,Yes,Bank transfer,86.56,1687.26,SYS_C,52.34653801038966,Yes
CUST-10005,M,1,Yes,No,41.0,Yes,No,Fiber optic,Yes,No,One year,No,Bank transfer,117.04,4730.74,SYS_A,63.097334067625674,Yes
CUST-10100,Male,0,No,No,45.0,No,No phone service,Fiber optic,No,Yes,Two year,No,Electronic check,81.9,3693.42,SYS_A,47.42395986657398,No
CUST-11066,Male,0,No,No,42.0,Yes,Yes,Fiber optic,No,No,One year,No,Bank transfer,113.88,4829.3,SYS_A,59.51114991558852,No
CUST-10985,Female,0,Yes,No,27.0,Yes,No,No,No internet service,No internet service,Month-to-month,No,Bank transfer,21.74,706.51,SYS_A,64.08955075343508,Yes
CUST-11084,Female,0,No,No,36.0,Yes,No,DSL,No,Yes,One year,Yes,Electronic check,,2417.06,SYS_B,45.990483884149334,No
CUST-10819,Male,0,No,No,20.0,Yes,Yes,DSL,No,No,Month-to-month,Yes,Mailed check,66.63,1257.21,SYS_B,44.47140636040043,Yes
CUST-10940,Male,0,Yes,No,71.0,Yes,No,DSL,No,Yes,Month-to-month,No,Electronic check,51.51,3658.73,SYS_B,35.23358119208666,No
CUST-10770,Male,0,Yes,No,37.0,Yes,Yes,Fiber optic,Yes,Yes,Month-to-month,Yes,Electronic check,99.38,3704.26,SYS_B,43.04887498252242,No
CUST-10848,Female,0,No,Yes,62.0,Yes,Yes,DSL,Yes,No,Month-to-month,Yes,Electronic check,67.0,4230.35,SYS_B,63.4189230044226,No
CUST-10227,Male,0,Yes,Yes,38.0,Yes,Yes,DSL,Yes,No,Two year,Yes,Mailed check,72.57,2749.66,SYS_A,41.06079933325647,No
CUST-10816,Female,0,No,No,22.0,Yes,No,DSL,Yes,Yes,Month-to-month,Yes,Credit card,51.71,1081.53,SYS_B,55.05791633762843,Yes
CUST-10534,Female,0,Yes,Yes,48.0,Yes,Yes,Fiber optic,No,Yes,Month-to-month,Yes,Credit card,96.25,4553.71,SYS_C,44.679838346406896,Yes
CUST-10649,Female,0,Yes,No,6.0,Yes,No,Fiber optic,No,Yes,Month-to-month,Yes,Bank transfer,76.99,532.39,SYS_A,34.84749920575637,Yes
CUST-10629,Male,0,No,No,27.0,Yes,Yes,Fiber optic,Yes,No,One year,Yes,Bank transfer,86.62,2324.04,SYS_C,72.19192150204648,No
CUST-10066,Male,0,Yes,Yes,41.0,Yes,No,No,No internet service,No internet service,Two year,No,Credit card,19.06,822.4,SYS_A,23.443491461956633,No
CUST-10067,Female,0,No,No,16.0,Yes,Yes,No,No internet service,No internet service,One year,Yes,Bank transfer,21.97,391.01,SYS_B,54.41109444228417,No
CUST-10050,Female,0,No,No,47.0,Yes,No,Fiber optic,No,Yes,Month-to-month,Yes,Mailed check,80.09,3802.61,SYS_A,58.22207570873845,No
CUST-10211,Female,0,No,No,33.0,Yes,Yes,Fiber optic,Yes,No,Month-to-month,No,Electronic check,114.73,3823.15,SYS_A,34.964718351042464,Yes
CUST-10012,Female,1,Yes,Yes,49.0,Yes,Yes,DSL,No,No,Two year,No,Bank transfer,9999.0,3281.78,SYS_B,48.31127803199079,No
CUST-10739,Male,0,Yes,No,36.0,Yes,Yes,DSL,No,Yes,One year,Yes,Electronic check,57.57,2074.4,SYS_B,23.31827405127225,No
CUST-10657,Male,0,No,No,17.0,Yes,No,DSL,No,Yes,One year,Yes,Bank transfer,58.94,1040.6,SYS_C,98.44743690214293,No
CUST-10299,Male,1,No,Yes,66.0,Yes,Yes,DSL,Yes,Yes,One year,Yes,Bank transfer,56.67,3749.55,SYS_B,70.15732144322189,No
CUST-10429,Male,0,Yes,Yes,19.0,No,No phone service,DSL,No,No,Month-to-month,No,Credit card,57.89, ,SYS_A,47.57265157736034,No
CUST-10768,Male,0,Yes,Yes,62.0,Yes,Yes,DSL,Yes,No,Two year,Yes,Credit card,52.32,3128.89,SYS_C,38.976889000394706,No
CUST-11083,Female,0,Yes,No,14.0,Yes,Yes,DSL,No,No,One year,Yes,Mailed check,77.5,1090.69,SYS_B,47.25796172401005,No
CUST-10519,Male,0,Yes,Yes,14.0,No,No phone service,DSL,No,Yes,Two year,No,Credit card,57.08,790.36,SYS_A,41.62414343821548,No
CUST-10735,Female,0,No,No,7.0,Yes,No,DSL,Yes,No,Month-to-month,Yes,Electronic check,55.5,398.73,SYS_C,34.60735538054808,No
CUST-11146,Female,0,No,No,37.0,Yes,No,Fiber optic,No,Yes,Month-to-month,Yes,Credit card,85.58,3097.36,SYS_C,69.28103510239443,No
CUST-10761,male,0,No,Yes,,Yes,No,DSL,Yes,Yes,Month-to-month,Yes,Electronic check,76.6,948.26,SYS_C,39.112485437938126,Yes
CUST-10858,Female,0,Yes,No,34.0,Yes,Yes,DSL,No,Yes,Two year,Yes,Bank transfer,79.21,2691.29,SYS_C,33.820220113233745,No
CUST-10464,Female,0,No,No,47.0,Yes,Yes,DSL,No,No,Month-to-month,Yes,Electronic check,82.51,3829.66,SYS_C,40.63517035102552,Yes
CUST-11128,Male,0,No,No,49.0,Yes,Yes,Fiber optic,No,No,One year,Yes,Electronic check,109.78,5346.13,SYS_C,38.03399189300117,Yes
CUST-11078,Male,0,Yes,No,22.0,Yes,Yes,Fiber optic,No,No,Month-to-month,No,Mailed check,73.72,1612.18,SYS_A,46.24356001684518,Yes
CUST-10461,,0,Yes,No,1.0,Yes,No,DSL,Yes,Yes,Month-to-month,No,Mailed check,51.27,51.27,SYS_B,35.29180509325546,No
CUST-10273,Female,0,No,No,1.0,Yes,Yes,DSL,No,Yes,Month-to-month,Yes,Mailed check,47.07,47.07,SYS_A,39.3934912118568,Yes
CUST-10200,F,0,Yes,No,26.0,Yes,No,Fiber optic,No,No,Two year,Yes,Mailed check,113.66,2927.15,SYS_A,61.14878158434575,Yes
