Gender,SeniorCitizen,Partner,Dependents,TenureMonths,PhoneService,PaperlessBilling,MonthlyCharges,TotalCharges,Churn,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,TechSupport_No internet service,TechSupport_Yes,Contract_One year,Contract_Two year,PaymentMethod_Credit card,PaymentMethod_Electronic check,PaymentMethod_Mailed check
0,0,0,0,-0.9317222953846137,1,0,-0.5259382862210367,-0.9102371856794299,0,0,1,0,0,0,0,0,1,1,0,0,1,0
1,0,1,0,1.7377952534154777,1,1,-0.28241487404235116,1.1328991062009153,0,0,0,0,0,0,0,0,1,0,1,1,0,0
0,0,0,1,-0.5434288337409641,1,0,-1.0488647355702516,-0.8023145873809189,1,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0,1,0,-1.028795660795526,1,0,2.783146010732866,-0.8997999022092671,1,0,0,1,0,0,1,0,0,1,0,0,0,1
0,0,1,0,-0.6405021991518765,1,1,-0.0640835389855988,-0.5456226470366035,0,0,1,1,0,0,0,0,0,0,1,0,0,1
1,0,1,1,0.03901135872451047,1,1,-0.3438682742943392,-0.14739135788362775,1,0,0,0,0,0,0,0,0,1,0,0,1,0
0,0,1,0,1.1553550609500032,1,1,-1.879058186179406,-0.6701198689291387,0,0,1,0,1,1,0,1,0,0,1,0,1,0
0,0,0,0,1.2524284263609156,1,1,0.436704418347372,1.405018656174565,0,0,0,1,0,0,0,0,0,0,1,1,0,0
0,0,0,0,1.6407218880045653,0,1,-0.6190726319445464,0.7729324203533955,1,1,0,0,0,0,1,0,0,0,0,0,1,0
1,0,0,1,-0.10659868939185815,0,1,-0.07400769057908774,-0.11273087902646238,0,1,0,0,0,0,0,0,1,1,0,0,0,1
0,0,0,0,-0.9802589780900699,1,1,-0.588155082749447,-0.975530004304495,1,0,1,0,0,0,0,0,0,0,0,0,0,1
0,0,0,1,1.2038917436554595,1,1,-0.7744237741964664,0.34868402771698304,1,0,1,0,0,0,0,0,0,0,0,0,1,0
1,0,1,0,-1.5141624878500881,1,1,1.4974435444360343,-1.1378351983506665,1,0,1,1,0,0,0,0,1,0,0,0,1,0
1,1,1,1,1.349501791771828,1,1,0.14966741841262016,1.20653631551697,0,0,0,1,0,0,1,0,0,0,0,0,0,0
0,0,0,0,0.5729148684845288,1,1,1.250484849013449,1.3337678882352817,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0,0,1,1,-0.5434288337409641,1,0,0.301201579282429,-0.3756851894528754,1,0,1,0,0,0,1,0,0,0,0,0,1,0
0,0,1,0,0.9612083301281784,0,1,0.4821264967944935,1.113122628459013,0,1,0,1,0,0,1,0,0,0,1,1,0,0
1,0,1,1,-1.6112358532610005,1,1,0.56037461512777,-1.3480703550824762,0,0,0,1,0,0,0,0,1,0,1,0,0,1
1,0,0,0,-1.1744057089118947,1,1,0.6168659395830138,-0.8649763407978803,1,0,1,1,0,0,0,0,0,0,0,0,0,1
1,0,1,0,0.2331580895463353,1,0,0.06111345034764389,0.1609923160636968,0,0,1,0,0,0,1,0,0,0,0,0,0,1
0,0,1,0,-1.028795660795526,1,0,0.5382361231115259,-0.7360595816859481,1,0,1,1,0,0,0,0,1,0,0,1,0,0
1,0,1,0,0.5729148684845288,1,1,-2.116092730008503,-1.0136152168003076,1,0,0,0,1,1,0,1,0,0,1,0,1,0
1,0,0,1,0.5243781857790726,1,0,-1.058025490887318,-0.3191662122449159,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1,0,0,0,1.0582816955390908,1,0,-0.5652531944567806,0.46287443218273244,1,0,1,0,0,0,0,0,0,0,0,1,0,0
0,0,0,0,0.3302314549572477,1,0,0.9916935113063193,0.9121777412326761,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0,0,1,0,0.3302314549572477,1,0,0.28402516306292974,0.4362593593338174,0,0,1,0,0,0,1,0,1,0,1,0,1,0
0,0,1,0,0.621451551189985,1,1,-1.9366946050492833,-0.8252603027598548,0,0,0,0,1,1,0,1,0,0,0,0,0,1
1,0,1,0,-1.6597725359664568,0,1,1.2562103210866158,-1.3639002350122231,0,1,0,1,0,0,0,0,1,0,1,0,0,0
1,0,0,0,1.2524284263609156,1,0,0.43594102207094937,1.4424189219426482,0,0,0,1,0,0,0,0,1,0,0,0,0,1
1,0,1,0,-1.222942391617351,1,1,0.1302008133638541,-1.0052110291727703,1,0,0,0,0,0,0,0,0,0,1,0,0,1
0,0,1,0,1.349501791771828,1,1,0.8142038770381554,1.8561158733209429,0,0,1,1,0,0,0,0,0,0,1,0,0,1
0,0,1,1,0.5729148684845288,1,1,-0.30951544185533997,0.28154294014407655,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,0,1,0,1.592185205299109,1,1,-1.0026792608467077,0.3455093539948084,0,0,0,0,0,0,1,0,1,0,0,0,1,0
1,1,1,1,-1.222942391617351,0,1,-2.074105934805281,-1.3354097127897633,1,1,0,0,1,1,0,1,0,0,0,0,0,0
0,0,0,0,-0.4948921510355078,1,0,-0.588536780887658,-0.6280554421103265,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,-0.05806200668640195,1,1,-0.19233411342453027,-0.14028095851957942,0,0,1,0,0,0,0,0,1,1,0,0,1,0
0,0,0,0,1.3980384744772842,1,0,0.43594102207094937,1.5651113635684677,1,0,0,1,0,0,0,0,0,1,0,0,0,1
0,0,1,0,0.42730482036816014,1,1,0.26226836918489643,0.5381913918072662,1,0,0,0,0,0,0,0,0,1,0,0,1,0
0,0,1,1,0.8155982820118097,1,0,-0.12897222248148688,0.5858278058953059,0,0,1,1,0,0,1,0,0,0,0,0,0,1
1,0,1,1,-0.5434288337409641,1,0,-0.567543383286047,-0.6738653315910877,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0,0,1,0,1.4465751571827405,1,1,1.0520018171436738,2.185624174125066,1,0,1,1,0,0,1,0,1,0,0,0,0,1
0,0,0,1,-0.5919655164464203,1,0,1.0027627573144415,-0.11273087902646238,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1,0,0,0,-0.3492821029191392,1,0,1.0569638929404186,0.08309865208246651,1,0,0,1,0,0,0,0,0,0,0,1,0,0
1,0,0,0,0.03901135872451047,1,1,-0.13355260014002032,-0.008521126879055936,1,0,0,0,0,0,0,0,1,0,0,0,0,1
1,0,1,0,1.4951118398881966,1,1,-0.9003841598061314,0.31639368198116696,0,0,1,0,0,0,0,0,0,0,1,0,0,1
0,0,1,1,0.5729148684845288,0,0,0.8214561416641664,1.0555164342229115,0,1,0,1,0,0,1,0,1,0,0,0,0,1
0,0,0,0,-0.8346489299737012,1,0,-2.1034966914475364,-1.277009850123118,0,0,1,0,1,1,0,1,0,0,0,0,1,0
1,1,1,0,0.13608472413542289,1,1,1.3279695710703034,0.7918771770687693,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0,0,1,0,0.5729148684845288,1,0,1.5886693994684886,1.5895030775948322,0,0,1,1,0,0,0,0,0,0,0,0,1,0
0,0,0,0,1.543648522593653,1,1,1.3600322146800365,2.6005061920640355,1,0,0,1,0,0,0,0,0,0,0,0,1,0
0,1,0,0,1.4951118398881966,1,0,-0.7499950933509556,0.49648031052260005,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0,0,1,0,0.08754804142996668,1,0,-0.14233165731887534,0.03302687185138875,1,0,1,0,0,0,0,0,1,0,0,1,0,0
0,0,1,0,-0.5434288337409641,1,0,0.228297234884108,-0.38088208684739394,0,0,1,0,0,0,0,0,1,1,0,1,0,0
0,0,1,0,-0.7375755645627888,1,1,-0.38089299370081636,-0.7645827204192523,1,0,1,0,0,0,1,0,0,0,0,0,1,0
1,0,1,0,-1.3200157570282633,0,1,-0.06293844457096544,-1.1758714860802129,1,1,0,1,0,0,0,0,1,0,0,0,0,0
0,0,0,0,1.543648522593653,1,1,-0.5072350774486925,0.76576766013794,1,0,0,0,0,0,1,0,0,0,0,0,1,0
0,0,0,0,1.543648522593653,1,1,-0.7603009430826556,0.5763798899207523,0,0,1,0,0,0,0,0,0,1,0,1,0,0
1,0,0,0,-1.3200157570282633,1,1,-0.4808979059121262,-1.1962948579538593,1,0,0,0,0,0,1,0,0,0,0,0,1,0
1,1,0,0,-0.10659868939185815,0,1,-0.1465303368391975,-0.1327193640888522,1,1,0,1,0,0,0,0,0,0,0,0,0,1
0,0,1,0,0.3787681376627039,1,0,1.0115418144932966,0.9574277139439447,0,0,0,1,0,0,1,0,1,0,1,0,0,0
0,1,0,0,-1.5626991705555444,0,0,1.3707197625499474,-1.2197461292508816,0,1,0,1,0,0,1,0,1,0,0,0,1,0
0,0,0,0,-1.1744057089118947,1,1,-0.8690849124728207,-1.1401618427908904,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,0,1.6892585707100214,1,0,-1.9664670598297493,-0.11273087902646238,0,0,0,0,1,1,0,1,0,0,0,0,0,0
1,0,1,1,-0.300745420213683,1,1,-0.24844373974156275,-0.39306978973286527,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,1,1,0,1.2038917436554595,1,1,0.2679938412580632,1.2122931296809816,0,0,0,1,0,0,1,0,0,1,0,0,0,1
1,0,0,1,1.0097450128336345,1,1,-0.6087667822128466,0.40419732917391116,1,0,1,0,0,0,0,0,1,0,0,0,0,0
0,1,1,0,1.349501791771828,1,1,-2.0825032938459254,-0.7389841954916501,0,0,1,0,1,1,0,1,0,1,0,1,0,0
0,0,1,0,1.4465751571827405,1,1,1.051620119005463,2.215946657039945,1,0,0,1,0,0,0,0,1,1,0,1,0,0
1,0,1,0,-0.5919655164464203,1,1,-0.8064864178061993,-0.7777869712260363,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0,1,0,-0.9802589780900699,1,0,1.4104163689239022,-0.5357887690170595,1,0,1,1,0,0,0,0,0,0,0,0,0,1
0,0,0,1,0.2331580895463353,1,1,-1.9237168683501054,-0.8778598625813625,1,0,0,0,1,1,0,1,0,0,0,0,1,0
0,0,1,0,1.6892585707100214,1,1,-0.6652581066680902,0.7374076039588573,0,0,0,0,0,0,1,0,1,0,0,0,1,0
0,0,0,0,1.106818378244547,0,0,-0.21180071847329685,0.7563034359079642,0,1,0,0,0,0,1,0,0,0,0,0,0,1
1,0,1,0,-1.465625805144632,1,1,-0.9996256757410187,-1.286620848651893,1,0,0,0,0,0,1,0,0,0,0,0,1,0
0,0,1,0,1.592185205299109,1,0,0.5145708385424372,1.851375607078244,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0,0,0,0,1.3009651090663719,1,0,-1.8794398843176172,-0.6490930916048732,0,0,1,0,1,1,0,1,0,0,0,0,0,0
1,0,1,0,0.2331580895463353,1,1,0.3607464888433616,0.38175173362792053,0,0,1,0,0,0,0,0,0,1,0,0,0,1
1,1,0,1,-0.7375755645627888,1,1,0.6149574488919578,-0.39043872452476164,1,0,0,1,0,0,0,0,1,1,0,0,1,0
1,0,0,1,-1.5626991705555444,1,0,-1.9584513989273162,-1.3914285701647773,1,0,1,0,1,1,0,1,0,0,0,0,0,1
0,0,1,0,-0.20367205480277056,1,1,-2.0817398975695034,-1.1429125018720896,1,0,0,0,1,1,0,1,0,0,0,1,0,0
1,0,0,0,-0.5434288337409641,1,1,0.7832863278430559,-0.1620579155932627,0,0,1,1,0,0,0,0,0,0,0,0,0,1
1,0,1,0,0.13608472413542289,1,1,-0.3160043102049283,-0.04019719499397201,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0,0,0,1,-0.05806200668640195,1,1,-1.077110397797873,-0.5843275732384571,0,0,1,0,0,0,1,0,1,0,0,0,0,1
1,0,1,0,-0.3978187856245954,1,0,1.5050775072002565,0.26807775725053845,1,0,1,1,0,0,0,0,0,0,0,0,0,0
0,0,1,0,-0.300745420213683,1,1,-0.6202177263591797,-0.11273087902646238,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0,1,1,0,-1.5141624878500881,1,1,-0.06828221850592094,-1.2702093076120902,1,0,1,0,0,0,1,0,0,1,0,0,1,0
0,0,1,0,1.4465751571827405,1,1,-0.09423769190427639,1.1314694158089085,0,0,1,1,0,0,0,0,0,1,0,1,0,0
0,0,1,0,-0.9802589780900699,1,1,0.7527504767861675,-0.6163896033983634,1,0,1,1,0,0,0,0,0,0,0,0,0,1
1,1,1,0,-1.1744057089118947,1,1,0.7397727400869898,-0.8377415542429245,0,0,0,1,0,0,1,0,1,0,0,0,0,0
1,0,1,0,-0.8831856126791574,1,0,0.19814308196543096,-0.6393190105218771,0,0,0,1,0,0,1,0,0,1,0,0,0,0
0,0,1,0,1.2038917436554595,1,0,-0.005683723839299593,0.981781375374324,0,0,1,1,0,0,0,0,0,0,1,0,1,0
0,0,1,0,-0.8346489299737012,1,1,1.5096578848587898,-0.27922729471612107,1,0,0,1,0,0,1,0,0,0,0,0,1,0
0,0,0,1,0.5729148684845288,1,1,-0.16447014933511941,0.3889110577582353,1,0,0,0,0,0,1,0,0,0,0,0,1,0
1,0,0,0,1.543648522593653,1,1,-0.36753355886342787,0.9278282303527795,1,0,1,0,0,0,1,0,0,0,1,0,1,0
0,0,0,0,-0.00952532398094574,1,0,0.4534991364286605,0.22982946220050443,0,0,1,1,0,0,0,0,0,0,1,0,0,1
0,0,1,0,-1.0773323435009823,1,1,0.7867216110869554,-0.7406041488635816,0,0,1,1,0,0,1,0,1,0,0,0,0,0
0,1,0,0,-0.20367205480277056,1,1,-2.026775365667104,-1.0839092337548257,0,0,0,0,1,1,0,1,0,0,0,1,0,0
0,0,0,0,-1.3200157570282633,1,0,-0.5942622529608246,-1.1845311697093635,0,0,1,0,0,0,1,0,1,0,1,0,0,1
0,0,0,0,1.3009651090663719,1,0,0.10958911390045416,1.180584445055221,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0,0,1,0,0.9612083301281784,0,0,0.06111345034764389,0.7154566921606711,0,1,0,1,0,0,0,0,0,0,0,0,1,0
0,0,1,1,-1.1258690262064386,1,1,0.8019895366153998,-0.8078539581393022,0,0,1,1,0,0,0,0,0,0,0,0,0,1
1,0,0,1,-0.8831856126791574,0,1,1.116890500639562,-0.42717035182053753,0,1,0,1,0,0,0,0,0,0,0,0,0,1
1,0,0,0,-1.4170891224391757,0,1,-0.11942976902620922,-1.1918970650750254,1,1,0,0,0,0,1,0,0,0,0,1,0,0
1,0,0,0,1.1553550609500032,1,0,-0.12057486344084259,0.8627365468779209,0,0,0,1,0,0,1,0,1,1,0,0,0,0
0,0,0,0,-0.10659868939185815,1,0,0.217609687014197,0.029112890550077566,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1,1,0,0,-0.05806200668640195,1,0,1.0974238955907953,2.493643630367963,1,0,1,1,0,0,1,0,0,0,0,0,0,0
0,0,0,0,0.2816947722517915,1,1,1.008869927525819,0.8320172297477698,0,0,0,1,0,0,0,0,1,0,0,0,1,0
1,0,0,0,-0.9802589780900699,1,1,1.6314195909481326,-0.447109912116661,1,0,0,1,0,0,1,0,0,0,0,1,0,0
0,0,1,0,1.6407218880045653,1,1,1.1081114434607064,2.4840543761797504,1,0,0,1,0,0,1,0,0,0,0,1,0,0
1,0,0,0,0.864134964717266,1,1,0.33097403406289533,1.0008239816222306,1,0,0,0,0,0,0,0,1,0,0,0,0,1
0,0,0,0,-0.8346489299737012,1,1,0.47143894892458243,-0.5441114153674862,1,0,1,1,0,0,1,0,1,0,1,0,0,0
1,1,1,0,0.2331580895463353,1,0,1.6348548741920326,1.1103502250372508,1,0,0,1,0,0,1,0,0,1,0,0,0,0
1,0,0,0,0.42730482036816014,0,0,0.29356761651820734,0.5464542412211452,0,1,0,1,0,0,0,0,1,0,1,0,1,0
1,0,0,0,0.2816947722517915,1,0,1.5142382625173227,1.1639282801840867,0,0,1,1,0,0,0,0,0,1,0,0,0,0
0,0,1,0,-0.4463554683300516,1,0,-2.0027283829598046,-1.077255465542597,1,0,0,0,1,1,0,1,0,0,0,0,0,0
0,0,0,0,-0.00952532398094574,1,1,0.06111345034764389,-0.14738592179848717,0,0,0,0,0,0,0,0,1,1,0,0,1,0
1,0,0,0,-0.786112247268245,1,1,-0.28928544053015137,-0.7778902568437098,1,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0,1,0,1.6892585707100214,1,0,-0.8664130255053429,0.5275964618680229,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1,0,1,0,0.03901135872451047,1,1,0.9607759621112196,0.5523469575136746,0,0,1,1,0,0,1,0,1,0,0,0,1,0
0,0,0,1,1.2524284263609156,1,1,-0.27516260941634024,0.838333960681275,0,0,1,0,0,0,1,0,0,0,0,0,1,0
1,0,1,1,0.08754804142996668,1,1,-0.06255674643275468,0.03341826998151975,0,0,1,0,0,0,1,0,0,0,1,0,0,1
0,0,0,0,-0.6890388818573326,1,1,-0.8587790627411208,-0.8733914005956991,1,0,0,0,0,0,1,0,1,0,0,1,0,0
0,0,1,1,0.5729148684845288,1,1,0.8413044448511438,1.014115209791266,1,0,1,1,0,0,0,0,1,0,0,1,0,0
0,0,1,0,-1.465625805144632,1,1,0.10615383065655408,-1.1719085800126354,1,0,0,1,0,0,0,0,1,0,0,0,0,0
1,0,0,0,-0.4463554683300516,1,1,0.47372913775384917,-0.19795238577736943,0,0,1,1,0,0,1,0,0,1,0,0,0,0
1,0,1,1,0.2331580895463353,1,0,-2.1050234840003808,-1.0142566748469113,0,0,0,0,1,1,0,1,0,0,1,1,0,0
0,0,0,0,-0.9802589780900699,1,1,-1.993949325780949,-1.2487639517319902,0,0,1,0,1,1,0,1,0,1,0,0,0,0
0,0,0,0,0.5243781857790726,1,1,0.22448025350199716,0.6058108548725551,0,0,0,1,0,0,0,0,1,0,0,0,0,1
0,0,0,0,-0.15513537209731437,1,0,1.546682604265267,0.616976573751573,1,0,1,1,0,0,1,0,0,0,0,0,1,0
0,1,1,1,0.621451551189985,1,0,2.783146010732866,0.32268323248896824,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1,0,1,0,-0.00952532398094574,1,1,-0.6351039537494129,-0.3336588152300481,0,0,1,0,0,0,0,0,1,1,0,0,1,0
1,0,0,0,-0.9317222953846137,1,1,-0.5828113088144915,-0.8956412970766242,0,0,0,0,0,0,0,0,1,1,0,0,0,0
1,1,0,1,1.4465751571827405,1,1,-0.6694567861884123,0.5769669871159492,0,0,1,0,0,0,1,0,1,1,0,0,0,0
1,0,1,1,-0.8346489299737012,0,0,-0.6228896133266575,-0.11273087902646238,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1,0,1,1,1.2524284263609156,1,1,-0.8354954763102433,0.23957092677265637,0,0,1,0,0,0,1,0,0,0,1,1,0,0
0,0,1,0,-1.0773323435009823,1,1,0.12562043570532067,-0.8684119466068089,0,0,1,0,0,0,0,0,0,1,0,0,0,1
1,0,1,1,-1.0773323435009823,0,0,-0.6538071625217571,-1.0316738916377455,0,1,0,0,0,0,0,0,1,0,1,1,0,0
0,0,0,0,-1.4170891224391757,1,1,-0.7141154683591118,-1.2445672940033623,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0,0,0,0,0.03901135872451047,1,1,0.43403253137989395,0.2224309503239986,0,0,0,1,0,0,0,0,1,0,0,1,0,0
1,0,0,1,-0.05806200668640195,1,1,0.09126760326632094,-0.9458381072659382,1,0,0,0,0,0,1,0,1,0,0,0,1,0
0,0,1,0,-0.10659868939185815,1,1,0.19089081733941948,0.0016878410151968746,0,0,1,0,0,0,0,0,1,0,1,0,0,0
0,0,0,0,0.5243781857790726,1,1,0.3168512029490848,0.6205154651781749,1,0,1,0,0,0,0,0,0,0,0,0,1,0
1,0,0,0,0.621451551189985,1,1,1.3577420258507698,1.4448814685113895,1,0,1,1,0,0,0,0,0,1,0,0,1,0
1,0,1,0,-0.6890388818573326,1,0,-0.018661460538477316,-0.5849255426039351,1,0,1,1,0,0,0,0,0,0,0,0,0,1
0,0,1,0,-1.7083092186719129,1,0,-0.8755737808224093,-1.4334495083024639,0,0,0,0,0,0,1,0,1,0,0,0,0,1
0,0,0,0,-1.7083092186719129,1,1,-1.0358869988710737,-1.435732664061562,1,0,1,0,0,0,0,0,1,0,0,0,0,1
0,0,1,0,-0.4948921510355078,1,1,1.5058409034766784,0.12990334514397758,1,0,0,1,0,0,0,0,0,0,1,0,0,1
1,0,1,0,-0.6890388818573326,1,0,0.3821215845831836,-0.47035461217833596,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,1,0,-0.15513537209731437,1,0,1.4806488263547457,0.5585114780632393,0,0,0,1,0,0,1,0,0,0,1,0,0,1
0,0,1,1,1.592185205299109,1,0,-0.13202580758717564,1.1647110764443487,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,0,0,0,0.6699882338954412,1,1,-0.6267065947087685,0.09482428773097733,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0,0,1,-1.3200157570282633,1,1,0.12638383198174272,-1.0535704425845245,1,0,1,0,0,0,1,0,0,0,0,0,0,1
0,1,1,0,0.9612083301281784,1,0,1.135593709411906,1.7553471630676059,0,0,1,1,0,0,1,0,0,0,1,0,1,0
0,0,1,0,-0.3978187856245954,1,0,-0.4270784684243602,-0.547541585091274,1,0,1,0,0,0,0,0,0,1,0,0,0,1
1,1,1,0,0.2331580895463353,1,0,0.3561661111848287,0.3529948432335658,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,1,0,-0.4948921510355078,1,0,-0.030875800961232436,-0.43867854406342016,1,0,1,0,0,0,1,0,0,1,0,0,1,0
0,1,1,0,1.0582816955390908,1,0,0.5962542401196138,1.396342664289992,1,0,0,1,0,0,0,0,0,0,0,0,1,0
0,1,0,0,-0.05806200668640195,0,1,0.7958823664040222,0.36587292893190726,0,1,0,1,0,0,0,0,0,0,1,0,0,0
0,0,0,1,-0.05806200668640195,1,1,-0.7572473579769667,-0.44141833097433786,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0,0,0,1,-1.028795660795526,1,0,0.18020326946950904,-0.8108818575626775,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1,1,0,1,1.592185205299109,1,0,-0.5816662143998581,0.7590486589040228,1,0,0,0,0,0,1,0,0,0,0,0,1,0
0,1,1,1,0.03901135872451047,1,1,-0.14805712939204216,-0.0739226672069354,0,0,1,0,0,0,0,0,0,0,1,1,0,0
0,0,0,0,-0.5434288337409641,1,1,-1.9229534720736834,-1.1319316098878558,0,0,0,0,1,1,0,1,0,0,1,0,0,1
0,0,0,0,-0.25220873750822675,1,1,-2.1367044294719024,-1.1466797088746015,0,0,1,0,1,1,0,1,0,0,0,1,0,0
1,0,0,0,-0.7375755645627888,1,0,0.643966507396002,-0.4195870130492475,1,0,0,1,0,0,1,0,0,0,0,0,0,0
1,0,0,1,-0.20367205480277056,1,1,0.3664719609165284,0.013087311555265402,1,0,1,0,0,0,0,0,1,0,0,0,1,0
1,0,0,0,1.6892585707100214,1,0,-0.2175261905464631,1.2296886021312528,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1,0,0,0,-0.300745420213683,1,1,-0.23432090862775223,-0.3420630028575854,0,0,0,0,0,0,0,0,0,0,1,1,0,0
0,1,1,0,-1.1258690262064386,1,0,1.5470643024034778,-0.6634769728871913,1,0,1,1,0,0,0,0,0,0,1,0,0,1
1,0,1,0,0.2816947722517915,0,0,1.539048641501045,1.1717779871272713,0,1,0,1,0,0,0,0,1,1,0,0,0,0
0,0,1,0,0.03901135872451047,1,0,-0.0018667424571887537,0.011472794268474461,1,0,1,0,0,0,0,0,0,1,0,1,0,0
0,0,0,0,1.3009651090663719,1,1,-0.462576395277993,0.6522295858890759,0,0,1,0,0,0,0,0,0,0,1,0,0,1
0,0,0,1,1.4465751571827405,1,0,-2.077922916187392,-0.7746720944404096,0,0,1,0,1,1,0,1,0,0,0,0,0,0
1,0,0,0,0.3787681376627039,1,1,1.041314269273763,0.9664353070221006,1,0,0,1,0,0,0,0,1,0,0,0,1,0
1,0,1,0,0.7670615993063535,1,0,1.4352267479076242,1.6881517146432927,0,0,1,1,0,0,0,0,1,0,0,0,1,0
0,1,0,0,-1.3200157570282633,1,1,-1.8866921489436281,-0.11273087902646238,1,0,0,0,1,1,0,1,0,0,0,0,0,0
0,0,1,0,1.1553550609500032,1,0,-0.5320454564324142,0.49142475134174013,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0,0,0,1,0.3302314549572477,1,1,-0.3660067663105832,0.04399689166534098,1,0,0,0,0,0,1,0,1,0,0,0,1,0
1,0,0,0,-0.8831856126791574,0,0,1.6604286494521763,-0.3010966652371965,1,1,0,1,0,0,0,0,1,0,0,0,0,0
0,0,0,0,-1.6112358532610005,1,0,-0.07858806823762064,-1.3887594523606888,1,0,0,1,0,0,0,0,0,0,0,0,1,0
0,0,0,0,1.3980384744772842,1,0,0.33059233592468457,1.4710290380382034,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0,0,1,0,-0.8831856126791574,1,0,-1.910357433512717,-1.2142774275993276,0,0,0,0,1,1,0,1,0,0,1,0,0,1
0,0,1,0,-0.00952532398094574,1,0,1.090935027241207,0.5071567817389543,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1,0,1,1,-1.0773323435009823,1,1,-1.943183473398872,-1.2991184083903846,0,0,1,0,1,1,0,1,0,0,1,0,1,0
0,0,1,0,1.2038917436554595,1,1,-0.8396941558305655,0.29320334277089916,0,0,1,0,0,0,0,0,0,1,0,0,0,1
1,1,1,0,-0.9317222953846137,0,1,0.26875723753448527,-0.7107600414410848,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0,0,1,1,-1.3685524397337194,1,0,-0.9667996358548636,-1.2385767281783,0,0,1,0,0,0,1,0,0,0,0,0,1,0
1,0,1,0,1.543648522593653,1,1,-1.994712722057371,-0.6841340964218884,1,0,1,0,1,1,0,1,0,0,0,0,0,1
1,0,1,0,-0.25220873750822675,1,1,0.3046368625263291,-0.040148270227705535,0,0,0,1,0,0,1,0,0,0,0,0,1,0
1,0,0,0,1.2038917436554595,1,1,-0.04652542462788818,0.9815748041389775,0,0,0,1,0,0,0,0,0,0,1,0,1,0
0,0,1,0,1.543648522593653,1,1,-0.08622203100184286,1.1655862861520032,0,0,0,1,0,0,0,0,1,0,0,0,1,0
1,0,0,0,-0.5919655164464203,1,1,0.06111345034764389,0.06495843596791782,1,0,1,1,0,0,0,0,0,0,0,0,1,0
1,1,1,0,-0.7375755645627888,1,1,-0.9313017090012308,-0.9063666930592447,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,0,0,1,-1.3685524397337194,1,0,1.0180306828428856,-1.0236828464809022,0,0,1,1,0,0,0,0,0,0,1,0,1,0
0,0,0,1,0.47584150307361633,1,0,0.3771595087864394,0.6066860645802092,1,0,0,1,0,0,0,0,1,0,0,0,1,0
0,0,1,0,-0.300745420213683,1,0,1.051620119005463,0.19439705925335823,0,0,1,1,0,0,0,0,1,1,0,0,0,1
1,0,1,0,-0.4463554683300516,1,1,1.5035507146474119,0.20326875020299667,0,0,0,1,0,0,0,0,0,0,1,0,0,1
0,0,1,0,1.3009651090663719,1,0,-0.31180563068460615,0.7790099635407092,0,0,0,0,0,0,0,0,0,1,0,0,0,1
0,0,0,0,-0.300745420213683,1,0,0.21302930935566408,-0.15234906753195523,0,0,0,1,0,0,1,0,1,0,1,1,0,0
1,0,1,0,-0.6405021991518765,1,1,0.043555335989932734,-0.5431057396164549,1,0,1,1,0,0,0,0,0,0,0,0,0,0
0,1,0,0,1.4951118398881966,1,1,0.0985198678923324,1.29538369105673,0,0,1,0,0,0,1,0,0,1,0,0,1,0
1,0,1,0,-0.8831856126791574,1,1,1.5337048675660894,-0.3667863180775334,1,0,0,1,0,0,1,0,0,0,0,0,1,0
